ticket|d_coll|name|dob|sex|ssn|zip
0034415012|02/01/2024|Jada P Harless|02/08/1988|F|569902571|
0034415017|02/01/2024|Annette S Albritton|02/08/1966|F|454584440|11204
0034415020|02/02/2024|Carter A Amador|02/08/1979|M|123963984|10021
0034415022|02/05/2024|Sidney B Macklin|02/08/1969|F|300270498|10540
0034415027|02/06/2024|Juana B Mccrory|02/08/1983|F|283925647|14171
0034415031|02/05/2024|Martha B Heisler|02/08/1993|F|504823267|30339
0034415035|02/02/2024|Eddy R Massaro|02/08/1958|M|489030886|31410
0034415039|02/02/2024|Taylor R Holler|02/08/1971|M|136302090|34475
0034415044|02/01/2024|Michele P Sabol|02/08/1989|F|575113482|11566
0034415045|02/05/2024|Ezequiel L Goodell|02/08/2002|M|194102676|10030
0034415050|02/05/2024|Martin N Marchetti|02/08/1975|M|338221740|10976
0034415054|02/02/2024|Rolando S Carrick|02/08/1972|M|030564074|11361
0034415059|02/05/2024|Alvin S Kapp|02/08/1954|M|147330107|34227
0034415063|02/05/2024|Quintin P Bey|02/08/1993|M|415304913|91361
0034415065|02/07/2024|Quincy B Auerbach|02/08/1982|M|468503662|10469
0034415069|02/05/2024|Clifton B Pearlman|02/08/1964|M|086410381|11711
0034415072|02/06/2024|Whitley C Geis|02/08/1978|F|249310631|07042
0034415077|02/07/2024|Maurice S Strayer|02/08/1973|M|315482409|33141
0034415079|02/05/2024|Vance T Neu|02/08/2002|M|430608460|13154
0034415083|02/06/2024|Shay L Grimmett|02/08/1971|M|501482142|07732
0034415084|02/02/2024|Betty K Magness|02/08/1979|F|371830887|94403
0034415085|02/01/2024|Angel V Bilyeu|02/08/1965|M|033910542|
0034415087|02/05/2024|Triston B Willie|02/08/1985|M|532890108|
0034415089|02/07/2024|India J Pixley|02/08/1957|F|472741229|07734
0034415092|02/05/2024|Benito J Hauge|02/08/1970|M|470989061|22300
0034415093|02/06/2024|Alexandro F Heatherly|02/08/1960|M|287202853|10542
0034415095|02/06/2024|Miles B Dinardo|02/08/1987|M|350022895|07023
0034415096|02/01/2024|Juan B Mattos|02/08/1974|M|543062764|30339
0034415099|02/05/2024|Clarence G Manfredi|02/08/1964|M|350421161|11700
0034415101|02/02/2024|Aaron H Wittenberg|02/08/1981|M|074222829|08700
0034415102|02/06/2024|Kala O Neuhaus|02/08/1983|F|545374223|10805
0034415104|02/02/2024|Kia P Sergent|02/08/1982|F|286663006|14126
0034415105|02/01/2024|Sage P Easterly|02/08/1979|F|264401477|11021
0034415108|02/07/2024|Kent C Motz|02/08/1986|M|244210340|18941
0034415113|02/05/2024|Jose R Cork|02/08/1969|M|456562953|11508
0034415117|02/01/2024|Dawson O Gump|02/08/1973|M|199982821|11355
0034415122|02/01/2024|Braden O Rathbone|02/08/1967|M|407945059|02131
0034415127|02/06/2024|Damian S Town|02/08/1987|M|290930991|60048
0034415131|02/06/2024|Leon B Winders|02/08/1967|M|065024719|07717
0034415133|02/01/2024|Trenton M Giuliani|02/08/1958|M|307364801|07716
0034415136|02/07/2024|Bryan D Kast|02/08/1994|M|599384566|44131
0034415139|02/05/2024|Roderick S Mcguffin|02/08/1970|M|434743999|08817
0034415143|02/06/2024|Kiersten D Matte|02/08/1972|F|067444047|
0034415148|02/07/2024|Trisha C Friedberg|02/08/1974|F|342926619|73105
0034415151|02/05/2024|Terrell Q Speidel|02/08/1967|M|538281005|07105
0034415155|02/02/2024|Kaleb L Loar|02/08/1983|M|587510775|08505
0034415160|02/06/2024|Clayton W Mutchler|02/08/1960|M|213541280|21621
0034415161|02/02/2024|Carlie M Alewine|02/08/1974|F|297942835|07471
0034415163|02/05/2024|Wilfredo H Martinsen|02/08/1977|M|420241104|19710
0034415165|02/05/2024|Ricky M Kush|02/08/1981|M|727290328|18103
0034415166|02/02/2024|Lamar J Exline|02/08/1972|M|113743863|19035
0034415171|02/01/2024|Deion D Bien|02/08/1957|M|587910625|17544
0034415176|02/02/2024|Jeremy M Updegraff|02/08/1969|M|255223039|15641
0034415178|02/05/2024|Dwight D Bertolino|02/08/1990|M|315722098|34121
0034415180|02/01/2024|Carson B Estelle|02/08/1978|M|554725200|25315
0034415185|02/01/2024|Wyatt A Gran|02/08/1984|M|351601374|93013
0034415190|02/01/2024|Lamont S Tarin|02/08/1975|M|208905154|19095
0034415191|02/05/2024|Jessenia V Orem|02/08/1989|F|432287852|19804
0034415193|02/01/2024|Demarco S Tevis|02/08/1971|M|498161423|19804
0034415198|02/05/2024|Gabriel D Soules|02/08/1983|F|526945359|19465
0034415203|02/01/2024|Alexandre S Diliberto|02/08/1970|M|353008064|33905
0034415207|02/07/2024|Trever D Doxey|02/08/1985|M|260983558|06417
0034415208|02/02/2024|Ariel S Klinefelter|02/08/1982|F|296004244|21132
0034415210|02/07/2024|Kourtney D Holsapple|02/08/1979|F|305582781|21033
0034415212|02/05/2024|Ashley D Steinmann|02/08/1965|M|248822174|34118
0034415214|02/05/2024|Franchesca T Combest|02/08/1958|F|495961154|20905
0034415215|02/05/2024|Brant W Robarge|02/08/1968|M|138103853|21157
0034415219|02/02/2024|Mohammad Z Woolverton|02/08/1957|M|258765550|19810
0034415224|02/02/2024|Jennifer A Boersma|02/08/1997|F|270144146|33929
0034415227|02/02/2024|Talia S Ishii|02/08/1968|F|251967269|20148
0034415230|02/05/2024|Conrad L Pippins|02/08/1960|M|078466417|33927
0034415235|02/01/2024|Jarred H Oxner|02/08/1954|M|387721634|32065
0034415236|02/05/2024|Garrett L Hallstrom|02/08/1967|M|173842228|23451
0034415240|02/07/2024|Katerina C Dilling|02/08/1971|F|257422334|27809
0034415245|02/05/2024|Kathryn G Slye|02/08/1960|F|057301323|27613
0034415248|02/06/2024|Lewis K Nylander|02/08/2000|M|251061372|27533
0034415250|02/06/2024|Rosemary A Ruesch|02/08/1972|F|154101419|37665
0034415254|02/01/2024|Eliseo D Burgio|02/08/1980|M|283487925|29549
0034415259|02/01/2024|Kelcie P Mcbrien|02/08/1987|F|010270794|34116
0034415261|02/07/2024|Rusty H Anderegg|02/08/1978|M|447421008|30055
0034415264|02/05/2024|Gabriel L Rolls|02/08/1969|F|194470371|30054
0034415265|02/01/2024|Jacquelyn M Pizza|02/08/1974|F|330663518|30342
0034415266|02/07/2024|Marlon R Basnight|02/08/2001|M|469801630|30102
0034415268|02/07/2024|Bradford V Quaranta|02/08/1979|U|452022903|23236
0034415269|02/05/2024|Noe N Cleaveland|02/08/1979|M|260161676|29551
0034415272|02/06/2024|Adrienne K Vukovich|02/08/1992|F|032585276|28791
0034415277|02/02/2024|Kallie S Drabek|02/08/1981|F|090742728|34786
0034415279|02/06/2024|Spenser K Prevo|02/08/1969|M|698852411|33160
0034415284|02/06/2024|Staci M Shealey|02/08/1970|F|263898466|33775
0034415288|02/01/2024|Brandt S Buentello|02/08/1985|M|034010198|37663
0034415292|02/05/2024|Jarred F Sheesley|02/08/1964|M|302090438|45861
0034415293|02/07/2024|Russell Z Upright|02/08/1987|M|486582580|63302
0034415294|02/01/2024|Chris H Gibble|02/08/1980|M|367670446|44022
0034415298|02/06/2024|Gregory A Menter|02/08/1956|M|481580119|60614
0034415302|02/06/2024|Lana H Bryans|02/08/1975|F|460122624|45362
0034415303|02/06/2024|Caitlyn E Fraze|02/08/1955|F|583342260|45013
0034415308|02/01/2024|German W Hagadorn|02/08/1974|M|426610520|43220
0034415313|02/01/2024|Jazmine T Lindemuth|02/08/1955|F|449707793|34696
0034415316|02/02/2024|Keaton D Trick|02/08/1982|M|453630193|46255
0034415318|02/02/2024|Shannon P Huron|02/08/1967|M|210824189|30642
0034415323|02/02/2024|Chad T Rafael|02/08/1984|M|536712487|46255
0034415327|02/01/2024|Robert J Eargle|02/08/1967|M|279285812|47112
0034415332|02/07/2024|Zane I Everest|02/08/1958|M|363841701|34114
0034415333|02/01/2024|Jorden P Mcelhannon|02/08/1954|M|422644852|55044
0034415338|02/07/2024|Autumn V Chickering|02/08/1958|F|523209258|80135
0034415341|02/06/2024|Krista B Marinucci|02/08/1985|F|268170202|60561
0034415344|02/07/2024|Genesis G Huggard|02/08/1965|F|214887744|61255
0034415348|02/06/2024|Kwame S Macquarrie|02/08/1961|M|556126219|62315
0034415349|02/01/2024|Madison N Burkeen|02/08/1975|M|348426460|94558
0034415353|02/07/2024|Vance B Debruyn|02/08/1976|M|536063121|76018
0034415355|02/06/2024|Carson B Centofanti|02/08/1956|M|357950083|60520
0034415358|02/02/2024|Tyree M Radziewicz|02/08/1978|M|481690489|60011
0034415361|02/05/2024|Cody D Jarrells|02/08/1969|M|371021090|77574
0034415365|02/02/2024|Cameron E Ihde|02/08/1973|M|391882089|61253
0034415369|02/05/2024|Bryson B Dimichele|02/08/1970|M|571167329|48474
0034415373|02/02/2024|Colby P Walrod|02/08/1961|M|227969438|48099
0034415375|02/07/2024|Gino S Franqui|02/08/1966|M|309705923|49417
0034415376|02/01/2024|Liliana S Kertesz|02/08/1956|F|126962400|98137
0034415379|02/07/2024|Kalvin B Funderburke|02/08/1975|M|001803059|48145
0034415383|02/07/2024|Alexa F Ernsberger|02/08/1971|F|506422724|49071
0034415386|02/02/2024|Ronald B Mastropietro|02/08/1994|M|008905253|95070
0034415387|02/02/2024|Avery M Timme|02/08/1976|M|321202919|53065
0034415391|02/06/2024|Levi K Rockman|02/08/1966|M|796481128|54480
0034415395|02/05/2024|Connie Z Husar|02/08/1989|F|504723860|53711
0034415396|02/01/2024|Nathaniel B Mudry|02/08/1958|M|532240842|53091
0034415397|02/02/2024|Dillon P Koffman|02/08/1985|M|581262255|38133
0034415398|02/01/2024|Bryana S Cheers|02/08/1961|F|241803086|22302
0034415399|02/05/2024|Denver J Raudenbush|02/08/1959|M|323207188|37027
0034415401|02/07/2024|Savanna B Cupo|02/08/1975|F|299288748|30750
0034415402|02/05/2024|Sydney T Deisher|02/08/1980|F|314241054|32035
0034415404|02/01/2024|Scarlett S Weyrauch|02/08/1962|F|518684548|37919
0034415406|02/06/2024|Kenya L Mallari|02/08/2003|F|213764513|10601
0034415408|02/06/2024|Tiara K Dowse|02/08/1999|F|282588944|38344
0034415413|02/05/2024|Felipe C Groeneveld|02/08/1985|M|597482622|37028
0034415418|02/02/2024|Ismael C Renfrew|02/08/1969|M|218688028|38342
0034415422|02/05/2024|Jordon T Jezierski|02/08/1999|M|560745051|32245
0034415426|02/02/2024|Tracy L Riedesel|02/08/1961|F|284564349|33407
0034415431|02/05/2024|Kieran T Clinkscale|02/08/1974|M|475145402|33411
0034415433|02/06/2024|Gilberto S Lewandoski|02/08/1981|M|573062238|
0034415434|02/05/2024|Carter G Burdo|02/08/1972|M|077723401|39211
0034415439|02/02/2024|Rey N Masella|02/08/1956|M|572120968|39210
0034415442|02/07/2024|Rudy N Pickar|02/08/1968|M|541485126|38029
0034415446|02/06/2024|Emmett R Kozlik|02/08/1984|M|001010074|30326
0034415448|02/06/2024|Kayleigh H Chalifoux|02/08/1984|F|474186053|
0034415453|02/02/2024|Rusty Q Reali|02/08/1994|M|429247736|72393
0034415455|02/01/2024|Irma D Plock|02/08/1984|F|215585461|
0034415457|02/06/2024|Abel P Kerwood|02/08/1966|U|290190932|32572
0034415458|02/07/2024|Miles W Spadoni|02/08/1971|M|553302145|75006
0034415461|02/07/2024|Moises G Woodcox|02/08/1967|M|591587542|76267
0034415462|02/05/2024|Kierra S Arduini|02/08/1966|F|421165781|76265
0034415465|02/06/2024|Santiago W Janssens|02/08/1964|M|523022774|77495
0034415469|02/06/2024|Devontae N Klare|02/08/1968|M|424903942|
0034415471|02/07/2024|Arthur D Kormos|02/08/1993|M|242123981|20146
0034415474|02/05/2024|Hector D Brackbill|02/08/1967|M|028590376|79922
0034415478|02/06/2024|Karli G Guinto|02/08/1973|F|660322807|75008
0034415480|02/07/2024|Iris V Lince|02/08/1968|F|401662043|02873
0034415482|02/02/2024|Brittani C Faustino|02/08/1980|F|590649458|50213
0034415487|02/06/2024|Marcus U Hackert|02/08/1977|M|537363257|92841
0034415491|02/05/2024|Melvin B Carel|02/08/1978|M|291770897|68136
0034415495|02/07/2024|Macie C Entz|02/08/1967|F|039061710|63122
0034415496|02/07/2024|Blake J Brunker|02/08/1972|M|273361753|63009
0034415499|02/06/2024|Talon D Katayama|02/08/1976|M|594165735|63375
0034415502|02/06/2024|Ulysses G Glickstein|02/08/1966|M|325402988|63386
0034415507|02/05/2024|Haylie M Floro|02/08/1967|F|090965522|63053
0034415510|02/05/2024|Warren F Hellstrom|02/08/2001|M|514285653|63053
0034415515|02/05/2024|Jessica H Gural|02/08/1984|F|503228205|63017
0034415518|02/01/2024|Zachary S Crimm|02/08/1973|M|030181880|94564
0034415523|02/07/2024|Leroy B Vertz|02/08/1979|M|439210095|63011
0034415527|02/01/2024|Karl G Lantzy|02/08/1985|M|574439922|63124
0034415529|02/05/2024|Meghan P Christon|02/08/1971|F|173484384|63302
0034415533|02/01/2024|Ezra Z Mascio|02/08/1956|M|251061617|73105
0034415534|02/01/2024|Jasper H Leason|02/08/1961|M|297223348|85250
0034415537|02/02/2024|Mariam S Badami|02/08/1974|F|421003043|92841
0034415539|02/06/2024|Maranda B Okerlund|02/08/1956|F|581521012|67801
0034415541|02/05/2024|Marquis T Farrugia|02/08/1961|M|594561437|67801
0034415546|02/07/2024|Jamel G Hoecker|02/08/1954|M|581086908|57078
0034415549|02/07/2024|Jessenia D Haapala|02/08/1955|F|564584534|93276
0034415554|02/05/2024|Bonnie P Gonsalez|02/08/1959|F|367210367|80539
0034415557|02/05/2024|Devyn W Umble|02/08/1982|M|009801186|89052
0034415562|02/02/2024|Alton L Vicencio|02/08/1968|M|243310745|90630
0034415565|02/01/2024|Shane L Tainter|02/08/1969|M|173670908|85263
0034415570|02/02/2024|Tamara K Casdorph|02/08/1963|F|312561929|78704
0034415572|02/07/2024|Lesly S Drier|02/08/1971|F|202361279|93004
0034415577|02/06/2024|Paula H Paek|02/08/1968|F|146222142|89448
0034415579|02/02/2024|Shyanne N Kusler|02/08/1964|F|042681256|27402
0034415582|02/02/2024|Bradley D Nova|02/08/1979|M|491762333|97131
0034415586|02/02/2024|Yasmin R Justiss|02/08/1984|F|571090252|91769
0034415588|02/07/2024|Steve W Diffin|02/08/1961|M|308890246|92210
0034415591|02/07/2024|Davon M Agcaoili|02/08/1973|M|096785536|92871
0034415593|02/07/2024|Dalia S Neimeyer|02/08/1953|F|285059727|89113
0034415596|02/06/2024|Jordan M Macks|02/08/1966|U|547045251|93229
0034415597|02/06/2024|Heaven F Gago|02/08/1966|F|044730899|80905
0034415600|02/06/2024|Lizette W Afanador|02/08/1958|F|433625319|90631
0034415604|02/02/2024|Tate H Liljegren|02/08/1992|M|035622824|90622
0034415607|02/01/2024|Derrick H Javins|02/08/1954|M|518081110|
0034415611|02/06/2024|Isidro B Leemon|02/08/1967|M|502381406|20124
0034415612|02/02/2024|Ali G Kahanek|02/08/1963|F|191961893|95009
0034415613|02/07/2024|Coty G Gotwalt|02/08/1974|M|202680149|90210
0034415615|02/06/2024|Christie M Quinnell|02/08/1989|F|252970620|92245
0034415617|02/06/2024|Alisha S Delsanto|02/08/1963|F|196944882|95828
0034415621|02/05/2024|Peter A Homrich|02/08/1961|M|604798107|91025
0034415625|02/02/2024|Anissa G Rosenlund|02/08/1968|F|248625958|90631
0034415630|02/01/2024|Donte B Asselta|02/08/1957|M|420711251|60093
0034415634|02/02/2024|Nathalie M Pfefferkorn|02/08/1983|F|251161313|90637
0034415636|02/02/2024|Karli O Beilstein|02/08/1995|F|317882378|96797
0034415641|02/05/2024|Aspen V Adamovich|02/08/1964|F|592601603|96817
0034415644|02/01/2024|Charlene B Droge|02/08/1963|F|428870398|96706
0034415647|02/02/2024|Sophia M Chopra|02/08/1964|F|065981726|96821
0034415651|02/06/2024|Felipe B Pataki|02/08/1968|M|443265152|20176
0034415653|02/06/2024|Kristal B Kem|02/08/1970|F|429529093|00693
0034415655|02/06/2024|Liliana M Zielonka|02/08/1971|F|156065947|00682
0034415658|02/07/2024|Jamie S Komp|02/08/1972|M|471962723|00919
0034415661|02/01/2024|Galen A Armetta|02/08/1963|M|421682985|00967
0034415663|02/06/2024|Ethan W Cancienne|02/08/1972|M|559523069|00717
0034415665|02/06/2024|Thomas O Wassil|02/08/1991|M|462625665|00968
0034415669|02/06/2024|Colin B Kaps|02/08/1964|M|138130876|
0034415672|02/07/2024|Javon H Dethlefs|02/08/1981|M|448124887|32258
0034415675|02/05/2024|Cynthia N Mccarten|02/08/1966|F|408863310|33162
0034415679|02/05/2024|Moises W Bracker|02/08/1992|M|585750817|32728
0034415680|02/02/2024|Audrey B Phy|02/08/1991|F|416549613|33601
0034415682|02/05/2024|Morgan T Wolper|02/08/1995|F|296949912|
0034415686|02/05/2024|Nikolas W Mcham|02/08/1962|M|219542356|00960
0034415688|02/01/2024|Rita S Ferrini|02/08/1974|F|498722729|
0034415691|02/05/2024|Krista D Loudenback|02/08/1963|F|278682577|75150
0034415692|02/07/2024|Katrina H Quartuccio|02/08/1998|F|150163061|
0034415695|02/01/2024|Adrien D Douthett|02/08/1965|M|090182716|49442
0034415700|02/01/2024|Tyra L Eastlick|02/08/2005|F|213441178|11354
0034415703|02/08/2024|Morris W Broyles|02/09/1954|M|488402285|02806
0034415705|02/07/2024|Hunter J Johnso|02/09/1982|M|078142686|
0034415710|02/08/2024|Dorian D Nesmith|02/09/1982|M|494966348|10966
0034415711|02/06/2024|Kaitlynn G Mangan|02/09/1952|F|403902026|10976
0034415712|02/06/2024|Allen B Melcher|02/09/1994|M|183861587|85259
0034415717|02/05/2024|Carter O Barela|02/09/1970|M|307401988|23455
0034415721|02/08/2024|Robbie L Crafton|02/09/1967|U|162102562|11207
0034415726|02/06/2024|Deon S Conlin|02/09/1996|M|293824879|10951
0034415730|02/08/2024|Guadalupe L Hames|02/09/1975|M|519811606|12578
0034415731|02/08/2024|Malik T Springfield|02/09/1990|M|133862248|
0034415732|02/05/2024|Kendal H Yowell|02/09/1972|F|288902006|20816
0034415734|02/07/2024|Ross B Pridemore|02/09/1960|M|219782667|90213
0034415737|02/02/2024|Dylon K Topp|02/09/1992|M|280150240|94405
0034415739|02/05/2024|Kobe W Celaya|02/09/1979|M|499485812|08551
0034415744|02/05/2024|Ashleigh K Fritsche|02/09/1954|F|381822599|07852
0034415745|02/05/2024|Jaylon P Nevitt|02/09/1964|M|379083871|10022
0034415746|02/05/2024|Asa S Sakai|02/09/1995|M|289905937|18103
0034415747|02/02/2024|Deanna S Prahl|02/09/1972|F|259583981|21015
0034415752|02/08/2024|Rey J Molden|02/09/1982|M|555842911|
0034415754|02/08/2024|Mia D Tremaine|02/09/1992|F|555561949|24152
0034415758|02/05/2024|Hayden B Kidney|02/09/1967|M|447381286|
0034415760|02/07/2024|Will C Hukill|02/09/1992|M|275888339|
0034415765|02/06/2024|Kerry D Rohrs|02/09/1971|F|060521903|33179
0034415768|02/02/2024|Aimee B Chamblin|02/09/1951|F|555010159|28208
0034415769|02/08/2024|Keanu B Lamborn|02/09/1996|M|382688397|28211
0034415770|02/06/2024|Alejandra B Trembley|02/09/1970|F|433905638|28206
0034415774|02/08/2024|Marquez T Waycaster|02/09/1958|M|575663871|30143
0034415779|02/02/2024|Samuel C Boer|02/09/1989|M|308623760|33176
0034415784|02/08/2024|Marina D Ayon|02/09/1967|F|031204532|60601
0034415788|02/02/2024|Xavier M Freimuth|02/09/1976|M|595543847|46535
0034415789|02/08/2024|Ashley M Lagomarsino|02/09/1994|F|554423158|
0034415793|02/02/2024|Kiersten T Tarpey|02/09/1989|F|540442104|60415
0034415795|02/08/2024|Mollie T Saal|02/09/1976|F|433929946|85254
0034415799|02/05/2024|Cheyenne L Oelschlager|02/09/1975|F|269040252|
0034415803|02/06/2024|Roman D Ingoglia|02/09/1952|M|278521269|53019
0034415807|02/07/2024|Madeleine B Acres|02/09/1981|F|298163855|29451
0034415808|02/06/2024|Kobe P Verdier|02/09/1970|M|285843496|29649
0034415809|02/07/2024|Kendall H Landsberg|02/09/1963|F|375570440|40289
0034415810|02/05/2024|Maxwell H Hori|02/09/1996|M|031861216|34241
0034415815|02/08/2024|Luke D Ploetz|02/09/1977|M|492708121|38104
0034415817|02/02/2024|Jade L Henschen|02/09/1971|M|599082317|37067
0034415818|02/06/2024|Julius Z Winegarden|02/09/1980|M|196023632|38104
0034415820|02/07/2024|Jonas R Perkovich|02/09/1978|M|398261418|73045
0034415821|02/06/2024|Madalyn P Disanti|02/09/1981|F|051570986|75221
0034415822|02/07/2024|Lorenzo R Julin|02/09/1968|M|321523697|24060
0034415825|02/08/2024|Fidel R Hefter|02/09/1962|M|430003594|50213
0034415829|02/07/2024|Antoine S Dosier|02/09/1954|M|552304767|50214
0034415830|02/06/2024|Sade M Ferryman|02/09/1975|F|432523777|65101
0034415832|02/05/2024|Connie S Santry|02/09/1975|F|510262405|63009
0034415833|02/05/2024|Rogelio M Schoepf|02/09/1969|M|158541740|63101
0034415837|02/06/2024|Tracy P Nuber|02/09/1962|F|529688925|63027
0034415840|02/08/2024|Rhiannon O Vaux|02/09/1966|F|226362819|66213
0034415845|02/07/2024|Nathaniel G Broski|02/09/1982|M|525546131|90274
0034415848|02/05/2024|Cesar U Debono|02/09/1969|M|172141312|85003
0034415850|02/07/2024|Juliet M Mcquillin|02/09/1972|F|225661596|98038
0034415853|02/08/2024|Bianca Z Castrillo|02/09/2001|F|502528106|94537
0034415857|02/05/2024|Parker R Housand|02/09/1984|M|593462285|85374
0034415862|02/07/2024|Stevie B Neria|02/09/1978|F|329302839|00977
0034415867|02/07/2024|Tara D Momon|02/09/1974|F|389710413|00950
0034415870|02/07/2024|Valeria R Budka|02/09/1978|F|465087508|00971
0034415873|02/07/2024|Kalvin S Niess|02/09/1953|M|324910242|33072
0034415877|02/07/2024|India R Cly|02/09/1978|F|355483821|34209
0034415878|02/06/2024|Osvaldo H Weigandt|02/09/1969|M|229961159|92845
0034415879|02/08/2024|Demario M Moore|02/13/1982|M|487241023|03573
0034415883|02/09/2024|Natasha G Thompson|02/13/1983|F|239322985|03573
0034415888|02/12/2024|Chester O Lee|02/13/1981|M|010690578|03808
0034415892|02/09/2024|Meredith B Rodgers|02/13/1995|F|349504977|03242
0034415897|02/06/2024|Patricia T Silva|02/13/1970|F|313281095|10514
0034415899|02/07/2024|Latisha D Sampson|02/13/1954|F|233850163|01865
0034415901|02/12/2024|Shaun M Justice|02/13/1987|M|493530840|01609
0034415906|02/08/2024|Devin G Meier|02/13/1963|M|353641710|02535
0034415908|02/07/2024|April P Griggs|02/13/1973|F|469445132|33411
0034415910|02/07/2024|Courtney K Woodall|02/13/1998|F|289941986|33021
0034415913|02/12/2024|Tanya S Adamson|02/13/1961|F|498226014|01520
0034415916|02/12/2024|Macey U Kenny|02/13/1969|F|242547031|94024
0034415921|02/07/2024|Tyree R Carnes|02/13/1973|M|431943203|01891
0034415925|02/12/2024|Belinda L Vann|02/13/1997|F|415922136|02806
0034415928|02/07/2024|Alec S Upton|02/13/1992|M|024662935|02115
0034415932|02/08/2024|Kacey B Schubert|02/13/1991|F|156245766|34237
0034415936|02/07/2024|Kaitlyn K Selby|02/13/1990|F|269350551|02360
0034415937|02/09/2024|Sarai M Rupp|02/13/1957|F|516710708|01609
0034415942|02/08/2024|Joan H Israel|02/13/1989|F|441322652|07901
0034415947|02/09/2024|Teddy K Hundley|02/13/2006|M|255001548|55044
0034415952|02/08/2024|Aric S Saldana|02/13/1963|M|098043792|
0034415954|02/06/2024|Kaden P Gantt|02/13/1984|M|302182637|06891
0034415956|02/07/2024|Garett D Whitmire|02/13/1960|M|363342747|06813
0034415961|02/07/2024|Jarred T Hintz|02/13/1962|U|464461513|06460
0034415962|02/06/2024|Brittanie W Shane|02/13/1957|F|111482348|11207
0034415965|02/08/2024|Justine S Swaim|02/13/1981|F|279363457|10466
0034415969|02/06/2024|Kody H Moritz|02/13/1987|M|047821498|11560
0034415970|02/12/2024|Jenny T Duda|02/13/1981|F|425101274|20133
0034415972|02/06/2024|Skye D Kang|02/13/1989|F|468502249|33178
0034415977|02/08/2024|Tristan S Tribble|02/13/1962|M|594148270|
0034415982|02/07/2024|Francesca S Marker|02/13/1986|F|337723764|07600
0034415985|02/08/2024|Mason B Haupt|02/13/1973|M|412483036|13056
0034415990|02/07/2024|Rick G Stadler|02/13/1967|M|283848738|07009
0034415994|02/07/2024|Trevor D Gwinn|02/13/1968|M|584270486|08901
0034415996|02/12/2024|Mitchell R Peake|02/13/1962|M|190781146|
0034416001|02/07/2024|Omar H Reinert|02/13/1969|M|564990314|14075
0034416003|02/07/2024|Holly L Chick|02/13/1985|F|594545646|90212
0034416006|02/06/2024|Alvin S Kapp|02/13/1980|M|147330107|34227
0034416007|02/08/2024|Erich H Huth|02/13/1986|M|545522439|
0034416011|02/06/2024|Deonte D Farias|02/13/1951|M|512710806|11703
0034416013|02/12/2024|Benny G Hazzard|02/13/1992|M|475032357|20814
0034416017|02/07/2024|Javon M Westerfield|02/13/1977|M|340304541|
0034416019|02/09/2024|Westley L Holleman|02/13/1972|M|643502711|11374
0034416022|02/09/2024|Owen G Frederickson|02/13/1992|M|442424011|11730
0034416027|02/08/2024|Brandy P Chesnut|02/13/1990|F|145403497|30040
0034416031|02/08/2024|Quincy A Haffner|02/13/1991|M|360163305|
0034416032|02/12/2024|Jamie L Moffat|02/13/1969|M|267803255|33435
0034416037|02/06/2024|Stewart Y Jeske|02/13/1970|M|383721369|10305
0034416041|02/07/2024|Tricia B Simonton|02/13/1953|F|529542975|11571
0034416042|02/09/2024|Amos D Arenas|02/13/1987|M|224042861|10027
0034416043|02/06/2024|Troy I Stefan|02/13/1973|M|006387017|11711
0034416047|02/12/2024|Maximilian D Kimber|02/13/1958|M|448745326|27277
0034416050|02/08/2024|Nelson F Hodgdon|02/13/1980|M|018861947|33495
0034416052|02/09/2024|Carol D Brockington|02/13/1962|F|122141292|
0034416053|02/07/2024|Kadeem J Villani|02/13/1997|M|301241809|11742
0034416057|02/07/2024|Gabriel A Jozwiak|02/13/1970|F|205526326|98382
0034416061|02/09/2024|Terrence G Mclin|02/13/1964|M|386450773|10902
0034416064|02/12/2024|David W Anderton|02/13/1975|M|424342320|11507
0034416067|02/09/2024|Roy O Wiebe|02/13/1983|M|472065294|10804
0034416072|02/07/2024|Maximilian W Dark|02/13/1994|M|101582462|14618
0034416074|02/06/2024|Breann F Mcfalls|02/13/1969|F|295991155|11591
0034416075|02/12/2024|Cassandra G Lohmann|02/13/1962|F|554043636|12181
0034416080|02/08/2024|Madeleine F Whiteaker|02/13/1988|F|301243166|10304
0034416085|02/06/2024|Harry B Faucett|02/13/1969|M|032021985|07900
0034416088|02/07/2024|Mara M Wasser|02/13/1999|F|146210732|07600
0034416091|02/08/2024|Barrett L Leavy|02/13/1993|M|285263775|
0034416094|02/07/2024|Heaven B Tefft|02/13/1986|F|502083013|08756
0034416098|02/08/2024|Oliver A Dockter|02/13/1965|M|131341539|08855
0034416103|02/06/2024|Payton P Longshore|02/13/1997|M|064590106|33904
0034416104|02/08/2024|Olivia S Engen|02/13/1966|F|302681484|08234
0034416105|02/12/2024|Najee A Bugbee|02/13/1972|M|526484148|19301
0034416106|02/07/2024|Aimee S Holle|02/13/1977|F|549203825|93012
0034416107|02/09/2024|Rachael D Efird|02/13/1955|F|563970279|93923
0034416108|02/12/2024|Michael P Lintz|02/13/1984|M|100941327|07727
0034416112|02/09/2024|Kailyn D Chmiel|02/13/2001|F|523304009|08233
0034416114|02/06/2024|Billy V Ansell|02/13/1982|M|506163960|32085
0034416116|02/06/2024|Chandler R Scheib|02/13/1990|M|453165060|08210
0034416118|02/09/2024|Reuben Q Leiva|02/13/1974|M|490091468|
